"vocabulary_id","word","type","cefr","definition","example","category_id"
2879,lend,verb,a2,"to give something to somebody or allow them to use something that belongs to you, which they have to return to you later","lend something, They will lend equipment free of charge.",10
2880,length,noun,b1,the size or measurement of something from one end to the other,Measure the length of the line from A to B.,3
2881,lengthy,adjective,c1,"very long, and often too long, in time or size",lengthy delays,10
2882,lens,noun,b2,"a curved piece of glass or plastic that makes things look larger, smaller or clearer when you look through it",a pair of glasses with tinted lenses,8
2883,lesbian,adjective,c1,sexually attracted to other women; connected with lesbians,the lesbian and gay community,1
2884,less,adverb,a2,to a smaller degree; not so much,less expensive/likely/intelligent,10
2885,less,determiner,a2,used with uncountable nouns to mean ‘a smaller amount of’,"less something, less butter/time/importance",10
2886,less,pronoun,a2,used with uncountable nouns to mean ‘a smaller amount of’,"less something, less butter/time/importance",10
2887,lesser,adjective,c1,"not as great in size, amount or importance as something/somebody else",people of lesser importance,10
2888,lesson,noun,a1,a period of time in which somebody is taught something,She gives piano lessons.,3
2889,let,verb,a1,used for making suggestions or as a polite way of telling people what you want them to do,"‘Shall we check it again?’ ‘Yes, let's.’",10
2890,lethal,adjective,c1,causing or able to cause death,She had been given a lethal dose of poison.,6
2891,letter,noun,a1,"a written, typed or printed message that is put in an envelope or attached to an email and sent to somebody",to write/send (somebody) a letter,3
2892,level,adjective,b1,having a flat surface that does not slope,Pitch the tent on level ground.,8
2893,level,noun,a2,the height of something in relation to the ground or to what it used to be,The cables are buried one metre below ground level.,3
2894,level,verb,b2,to make something flat or smooth,"level something out, The first coat of plaster levels out the surface of the wall.",8
2895,liable,adjective,c1,legally responsible for paying the cost of something,You will be liable for any damage caused.,10
2896,liberal,adjective,c1,"willing to understand and respect other people’s behaviour, opinions, etc., especially when they are different from your own; believing people should be able to choose how they behave",liberal attitudes/views/opinions,3
2897,liberal,noun,c1,"a person who understands and respects other people’s opinions and behaviour, especially when they are different from their own",He liked to think of himself as a liberal.,3
2898,liberation,noun,c1,the act or process of freeing a country or a person from the control of somebody else,a war of liberation,3
2899,liberty,noun,c1,freedom to live as you choose without too many limits from government or authority,the fight for justice and liberty,9
2900,library,noun,a1,"a building in which collections of books, newspapers, etc. and sometimes films and recorded music are kept for people to read, study or borrow",a public/university/school library,5
2901,licence,noun,b2,"an official document that shows that permission has been given to do, own or use something",Applicants must hold a valid driving licence.,3
2902,license,verb,c1,"to give somebody official permission to do, own, or use something","license something, The new drug has not yet been licensed in the US.",2
2903,lie,noun,b1,a statement made by somebody knowing that it is not true,to tell a lie,10
2904,lie,verb,a1,to be or put yourself in a flat position so that you are not standing or sitting,"lie + adv./prep., to lie on your back/side/front",10
2905,lie,verb,b1,to say or write something that you know is not true,You could see from his face that he was lying.,10
2906,life,noun,a1,"the ability to breathe, grow, produce young, etc. that people, animals and plants have before they die and that objects do not have",This could mean the difference between life and death.,7
2907,lifelong,adjective,c1,lasting or existing all through your life,Paul became his lifelong friend.,10
2908,lifestyle,noun,a2,the way in which a person or a group of people lives and works,Many people are trying to adopt a healthy lifestyle these days.,7
2909,lifetime,noun,b2,the length of time that somebody lives or that something lasts,a lifetime of experience,7
